camis,dba,borough,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,grade_date,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,location,critical_flag_bin,neighborhood_simple,neighborhoods,nyc_poverty_rate,median_income,perc_white,perc_black,perc_asian,perc_other,perc_hispanic,indexscore
50076472,NY BAGEL CAFE & DELI,Brooklyn,501,KINGS HIGHWAY,11223,7183392338,american,2025-07-02,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,2025-07-02,2025-11-14,Cycle Inspection / Initial Inspection,40.60434117687,-73.97084770464,315.0,44.0,42200.0,3177253.0,3066590057.0,BK25,POINT (-73.970847704639 40.60434117687),1.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50076883,CHINA NO. 1 CHINESE RESTAURANT,Brooklyn,9602,CHURCH AVENUE,11212,7184858899,chinese,2024-04-15,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,9.0,A,2024-04-15,2025-11-14,Cycle Inspection / Re-inspection,40.65577004012,-73.91531541964,317.0,42.0,89000.0,3103595.0,3047170036.0,BK96,POINT (-73.915315419641 40.655770040116),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50077156,JOE & THE JUICE,Manhattan,1166,LEXINGTON AVENUE,10028,6467241530,"juice, smoothies, fruit salads",2025-06-17,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11.0,A,2025-06-17,2025-11-14,Cycle Inspection / Initial Inspection,40.77572915704,-73.95834478158,108.0,4.0,14000.0,1047509.0,1015090016.0,MN40,POINT (-73.958344781584 40.775729157035),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50077278,3rd & 7,Brooklyn,3622,QUENTIN ROAD,11234,7183366300,american,2023-04-03,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27.0,B,2023-04-03,2025-11-14,Cycle Inspection / Re-inspection,40.61477671827,-73.93656804468,318.0,46.0,65600.0,3213060.0,3077190051.0,BK45,POINT (-73.936568044675 40.61477671827),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50078229,JOE & THE JUICE,Manhattan,1320,3 AVENUE,10021,9292355333,"juice, smoothies, fruit salads",2025-06-27,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,2025-06-27,2025-11-14,Cycle Inspection / Initial Inspection,40.77205413864,-73.95892474942,108.0,4.0,12800.0,1043149.0,1014100033.0,MN40,POINT (-73.958924749419 40.772054138636),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50078288,REEL DEEL JAMAICAN CUISINE,Brooklyn,846,UTICA AVENUE,11203,3477079335,caribbean,2025-05-27,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,11.0,A,2025-05-27,2025-11-14,Cycle Inspection / Initial Inspection,40.65258257827,-73.93048463875,317.0,41.0,86800.0,3102082.0,3046750026.0,BK96,POINT (-73.93048463875 40.652582578267),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50078577,FLEMING BY LE BILBOQUET,Manhattan,27,EAST   62 STREET,10065,9173617732,american,2024-05-15,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11.0,A,2024-05-15,2025-11-14,Cycle Inspection / Initial Inspection,40.76536304901,-73.96978058892,108.0,4.0,11401.0,1040895.0,1013770024.0,MN40,POINT (-73.969780588918 40.765363049008),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50078592,AUNTIE ANNE'S PRETZELS,Brooklyn,5100,KINGS PLAZA,11234,7034056749,bagels/pretzels,2025-02-27,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11.0,A,2025-02-27,2025-11-14,Cycle Inspection / Initial Inspection,40.60992885454,-73.92228161707,318.0,46.0,69800.0,3326830.0,3084700055.0,BK45,POINT (-73.922281617072 40.609928854538),1.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50078724,MCDONALD'S,Brooklyn,2410,CONEY ISLAND AVENUE,11223,3477284265,hamburgers,2025-04-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2025-04-03,2025-11-14,Cycle Inspection / Initial Inspection,40.59791001185,-73.96116763918,315.0,48.0,39200.0,3193189.0,3071360005.0,BK25,POINT (-73.96116763918 40.597910011854),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50078890,BARKING DOG,Manhattan,1678,3 AVENUE,10128,2128311800,american,2023-10-03,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,2023-10-03,2025-11-14,Cycle Inspection / Initial Inspection,40.78398214338,-73.95022562333,108.0,5.0,15801.0,1048432.0,1015230033.0,MN40,POINT (-73.950225623325 40.783982143383),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50079125,VALERIO JUICE BAR,Queens,1439,COLLEGE POINT BLVD,11356,7183584232,"juice, smoothies, fruit salads",2025-01-24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2025-01-24,2025-11-14,Cycle Inspection / Initial Inspection,40.78464689773,-73.8457787017,407.0,19.0,92900.0,4437973.0,4040850049.0,QN23,POINT (-73.845778701698 40.784646897726),0.0,jackson heights & north corona,jackson heights & north corona,0.254,22853.0,0.1,0.048,0.169,0.015,0.667,4.75548289
50079804,BAGELS AND CREAM,Bronx,1728,EASTCHESTER ROAD,10461,7189755101,bagels/pretzels,2024-07-01,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2024-07-01,2025-11-14,Cycle Inspection / Initial Inspection,40.84721204369,-73.84475477043,211.0,13.0,28400.0,2047156.0,2042260506.0,BX37,POINT (-73.844754770433 40.847212043687),1.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
50080893,DUNKIN,Manhattan,882,LEXINGTON AVENUE,10065,6466615825,donuts,2025-08-11,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2025-08-11,2025-11-14,Cycle Inspection / Initial Inspection,40.76638004518,-73.96516284924,108.0,4.0,12000.0,1085152.0,1014000057.0,MN40,POINT (-73.965162849237 40.766380045175),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50081129,DUNKIN,Brooklyn,1149,UTICA AVENUE,11203,9178863304,donuts,2025-09-08,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8.0,A,2025-09-08,2025-11-14,Cycle Inspection / Initial Inspection,40.64483903161,-73.92963511226,317.0,45.0,84800.0,3327615.0,3047610037.0,BK96,POINT (-73.929635112261 40.644839031606),1.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50081196,DUNKIN,Brooklyn,5012,CHURCH AVENUE,11203,9178863304,donuts,2025-07-14,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,7.0,A,2025-07-14,2025-11-14,Cycle Inspection / Re-inspection,40.65176717066,-73.93014312658,317.0,45.0,86200.0,3102890.0,3046980064.0,BK96,POINT (-73.930143126581 40.651767170661),1.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50081494,THERE SHOULD ALWAYS BE CAKE,Bronx,2465,EAST TREMONT AVENUE,10461,8553532253,bakery products/desserts,2025-06-04,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,2025-06-04,2025-11-14,Cycle Inspection / Initial Inspection,40.84272462094,-73.85114801646,211.0,13.0,25600.0,2044025.0,2040670037.0,BX37,POINT (-73.851148016459 40.842724620936),0.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
50081605,STARBUCKS COFFEE #823,Manhattan,1091,LEXINGTON AVENUE,10075,2122492474,coffee/tea,2025-02-20,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,10.0,A,2025-02-20,2025-11-14,Cycle Inspection / Initial Inspection,40.77340494187,-73.96001065848,108.0,4.0,12800.0,1043180.0,1014110053.0,MN40,POINT (-73.960010658481 40.773404941867),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50082478,C & T CUISINE,Brooklyn,5016,AVENUE D,11203,7183472970,caribbean,2019-11-07,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,40.0,C,2019-11-07,2025-11-14,Cycle Inspection / Re-inspection,40.64213508306,-73.92908666662,317.0,45.0,84600.0,3106221.0,3047810007.0,BK96,POINT (-73.929086666616 40.642135083056),1.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50082789,SABOR RESTAURANT & BAKERY,Queens,15-20,COLLEGE POINT BOULEVARD,11356,3473684407,latin american,2025-03-18,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,2025-03-18,2025-11-14,Cycle Inspection / Re-inspection,40.78403213722,-73.84582707456,407.0,19.0,92500.0,4098209.0,4040760020.0,QN23,POINT (-73.845827074556 40.784032137217),1.0,jackson heights & north corona,jackson heights & north corona,0.254,22853.0,0.1,0.048,0.169,0.015,0.667,4.75548289
50082813,WOK 88,Manhattan,1570,3 AVENUE,10128,2128288688,chinese,2024-03-18,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19.0,B,2024-03-18,2025-11-14,Cycle Inspection / Re-inspection,40.78027237879,-73.95293291428,108.0,5.0,14802.0,1048085.0,1015170034.0,MN40,POINT (-73.952932914281 40.780272378789),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50083253,ANGELO'S CAFE & GRILL,Queens,11105,14TH AVE,11356,7184636474,american,2024-10-10,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2024-10-10,2025-11-14,Cycle Inspection / Initial Inspection,40.78563983328,-73.85582614243,407.0,19.0,92900.0,4097652.0,4040320001.0,QN23,POINT (-73.855826142429 40.785639833277),0.0,jackson heights & north corona,jackson heights & north corona,0.254,22853.0,0.1,0.048,0.169,0.015,0.667,4.75548289
50084089,WINGSTOP,Brooklyn,700,UTICA AVENUE,11203,9726866500,chicken,2024-10-07,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2024-10-07,2025-11-14,Cycle Inspection / Initial Inspection,40.65620043207,-73.93087009531,317.0,41.0,86800.0,3100812.0,3046360006.0,BK96,POINT (-73.930870095305 40.656200432069),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50084796,TANDOOR OVEN,Manhattan,175,EAST   83 STREET,10028,2126283000,indian,2025-04-02,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,11.0,A,2025-04-02,2025-11-14,Cycle Inspection / Initial Inspection,40.77714734411,-73.95606195784,108.0,5.0,14000.0,1047652.0,1015120033.0,MN40,POINT (-73.956061957843 40.777147344113),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50084977,STARBUCKS COFFEE,Brooklyn,2177,RALPH AVENUE,11234,2126159700,coffee/tea,2025-06-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,2025-06-26,2025-11-14,Cycle Inspection / Initial Inspection,40.62483541047,-73.91781164664,318.0,46.0,69601.0,3326928.0,3083440001.0,BK45,POINT (-73.917811646636 40.624835410467),1.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50085812,CHIPOTLE MEXICAN GRILL # 3265,Brooklyn,2179,RALPH AVENUE,11234,3032222524,tex-mex,2024-12-13,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2024-12-13,2025-11-14,Cycle Inspection / Initial Inspection,40.62480521527,-73.91780808158,318.0,46.0,69601.0,3326928.0,3083440001.0,BK45,POINT (-73.91780808158 40.624805215274),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50085848,NEW GRAND WOK,Brooklyn,3510,AVENUE S,11234,7186451993,chinese,2025-01-29,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,2025-01-29,2025-11-14,Cycle Inspection / Re-inspection,40.60936132643,-73.93191281128,318.0,46.0,65800.0,3240916.0,3085210041.0,BK45,POINT (-73.931912811275 40.609361326431),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50086215,LARUSTICA PIZZA,Manhattan,1424,LEXINGTON AVENUE,10128,2128603822,pizza,2023-02-07,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,23.0,B,2023-02-07,2025-11-14,Cycle Inspection / Re-inspection,40.7841037639,-73.95222965514,108.0,4.0,15801.0,1048387.0,1015220016.0,MN40,POINT (-73.952229655136 40.784103763904),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50086308,RALPH'S COFFEE,Manhattan,888,MADISON AVENUE,10021,6464837646,coffee/tea,2024-11-29,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11.0,A,2024-11-29,2025-11-14,Cycle Inspection / Re-inspection,40.7716226491,-73.96555723499,108.0,4.0,13000.0,1041371.0,1013860056.0,MN40,POINT (-73.965557234991 40.771622649096),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50086382,IL POSTO,Brooklyn,7409,AVENUE U,11234,7182414317,italian,2022-10-11,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,9.0,A,2022-10-11,2025-11-14,Cycle Inspection / Re-inspection,40.62132053627,-73.90515428208,318.0,46.0,69602.0,3237484.0,3084150006.0,BK45,POINT (-73.905154282084 40.621320536265),1.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50087522,FONTANAS,Brooklyn,2359,RALPH AVENUE,11234,7184444300,italian,2025-01-08,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11.0,A,2025-01-08,2025-11-14,Cycle Inspection / Initial Inspection,40.62051204567,-73.91735591554,318.0,46.0,69602.0,3235912.0,3083630018.0,BK45,POINT (-73.917355915542 40.62051204567),1.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50087537,M & R DELI & HERO SHOP,Bronx,1200,MORRIS PARK AVENUE,10461,7182393200,sandwiches,2025-01-13,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,13.0,A,2025-01-13,2025-11-14,Cycle Inspection / Initial Inspection,40.85106797315,-73.84854838678,211.0,13.0,28600.0,2045250.0,2041200001.0,BX37,POINT (-73.84854838678 40.851067973148),1.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
50087667,KOREAN EXPRESS,Manhattan,807,LEXINGTON AVENUE,10065,2127550120,korean,2025-01-27,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26.0,B,2025-01-27,2025-11-14,Cycle Inspection / Re-inspection,40.76428624162,-73.96666568938,108.0,4.0,11402.0,1042039.0,1013970020.0,MN40,POINT (-73.966665689375 40.764286241618),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50087671,POPEYES,Brooklyn,736,LINDEN BOULEVARD,11203,3476638668,chicken,2023-11-06,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2023-11-06,2025-11-14,Cycle Inspection / Initial Inspection,40.65376044332,-73.93107085069,317.0,41.0,86800.0,3102074.0,3046750006.0,BK96,POINT (-73.931070850686 40.653760443317),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50087848,KOSHER BRAVO PIZZA,Brooklyn,902,KINGS HIGHWAY,11223,3477025121,jewish/kosher,2024-12-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2024-12-03,2025-11-14,Cycle Inspection / Initial Inspection,40.60679567226,-73.96355738517,315.0,44.0,41800.0,3177594.0,3066660050.0,BK25,POINT (-73.963557385168 40.606795672257),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50088239,JAM.DOWN CARIBBEAN RESTAURANT,Brooklyn,5223,AVENUE D,11203,7184848618,caribbean,2025-02-11,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,37.0,C,2025-02-11,2025-11-14,Cycle Inspection / Re-inspection,40.64227383207,-73.92711910143,317.0,45.0,84600.0,3105867.0,3047730041.0,BK96,POINT (-73.92711910143 40.64227383207),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50088359,BLT PRIME,Manhattan,1032,LEXINGTON AVENUE,10021,2129958500,american,2024-06-06,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,13.0,A,2024-06-06,2025-11-14,Cycle Inspection / Initial Inspection,40.77155270316,-73.96138731805,108.0,4.0,12800.0,1043058.0,1014080056.0,MN40,POINT (-73.961387318047 40.771552703155),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50088554,SFOGLIA RESTAURANT,Manhattan,1402,LEXINGTON AVENUE,10128,2128311402,italian,2025-06-03,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,2025-06-03,2025-11-14,Cycle Inspection / Initial Inspection,40.78345071026,-73.95270677708,108.0,4.0,15801.0,1048343.0,1015210017.0,MN40,POINT (-73.952706777079 40.783450710264),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50089283,C & J CAFE NO 1,Brooklyn,817,UTICA AVENUE,11203,6318676966,caribbean,2024-01-16,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,7.0,A,2024-01-16,2025-11-14,Cycle Inspection / Initial Inspection,40.65307940293,-73.9305165543,317.0,41.0,86800.0,3102144.0,3046760065.0,BK96,POINT (-73.9305165543 40.653079402926),1.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50089457,NEW TIMES,Brooklyn,2578,CONEY ISLAND AVENUE,11223,7183761127,chinese,2024-06-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,2024-06-26,2025-11-14,Cycle Inspection / Initial Inspection,40.59397388684,-73.96087467875,315.0,48.0,39200.0,3194112.0,3071590151.0,BK25,POINT (-73.960874678751 40.593973886838),1.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50089930,ARTH ALSAEEDAH RESTAURANT,Bronx,680,MORRIS PARK AVENUE,10462,7186848884,middle eastern,2025-01-06,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,2025-01-06,2025-11-14,Cycle Inspection / Re-inspection,40.84510410512,-73.86662659328,211.0,13.0,23600.0,2043018.0,2040320003.0,BX37,POINT (-73.866626593277 40.845104105115),0.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
50090493,HEMO'S SPOT 3,Bronx,713,MORRIS PARK AVENUE,10462,7187920090,"juice, smoothies, fruit salads",2024-08-26,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,23.0,B,2024-08-26,2025-11-14,Cycle Inspection / Re-inspection,40.84534438627,-73.86554902637,211.0,13.0,23200.0,2043478.0,2040500001.0,BX37,POINT (-73.865549026365 40.845344386274),1.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
50090772,BAKU NIGHTS,Brooklyn,712,AVENUE U,11223,9294411932,mediterranean,2025-11-01,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2025-11-01,2025-11-14,Cycle Inspection / Initial Inspection,40.59799872359,-73.96385027926,315.0,47.0,39200.0,3193087.0,3071340005.0,BK25,POINT (-73.963850279257 40.597998723594),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50091765,PASTRAMI QUEEN,Manhattan,1125,LEXINGTON AVENUE,10075,2127341500,jewish/kosher,2024-10-23,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,7.0,A,2024-10-23,2025-11-14,Cycle Inspection / Initial Inspection,40.77437084938,-73.95930963871,108.0,4.0,14000.0,1043239.0,1014130020.0,MN40,POINT (-73.959309638708 40.774370849375),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50091875,DOMINO'S,Bronx,738,MORRIS PARK AVENUE,10462,7188226010,pizza,2025-09-09,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,2025-09-09,2025-11-14,Cycle Inspection / Initial Inspection,40.84550259223,-73.86470655432,211.0,13.0,23800.0,2043073.0,2040340005.0,BX37,POINT (-73.864706554324 40.845502592234),0.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
50091934,POPEYES,Brooklyn,1110,AVENUE U,11223,7183360087,chicken,2025-10-16,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2025-10-16,2025-11-14,Cycle Inspection / Re-inspection,40.59832166005,-73.96096214492,315.0,48.0,58200.0,3199391.0,3073430103.0,BK25,POINT (-73.960962144916 40.598321660053),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
